,claimID,employer,employercity,employerstate,employerzip,gender,hispanic,asian,claim_amount,case_open,valid,invalid,verified_claim,case_close,first_response,formal_investigate,wage_order,total_rec,wage_rec,duration,CLAIM NO,EMPLOYER NAME,EMPLOYER CITY,ST,ZIP,INDUSTRY,INDUSTRY (IF OTHER),SOURCE (URL),NOTES,City,Region
1503,LLVA63262,TIDEWATER SKIN CARE & PATHOLOGY,VIRGINIA BEACH,VA,,female,FALSE,FALSE,1098.8,2018-12-06,FALSE,FALSE,0,2018-12-14,FALSE,FALSE,FALSE,0,0,8,LLVA63262,TIDEWATER SKIN CARE & PATHOLOGY,VIRGINIA BEACH,VA,,,,,,VIRGINIA BEACH,Hampton Roads
1504,LLVA63281,JASON BIG TRUCK & AUTOMOTIVE REPAIR LLC,VIRGINIA BEACH,VA,23453,male,FALSE,FALSE,779.2,2018-11-14,FALSE,FALSE,729.03,2019-02-13,FALSE,FALSE,FALSE,0,0,91,LLVA63281,JASON BIG TRUCK & AUTOMOTIVE REPAIR LLC,VIRGINIA BEACH,VA,23453,,,,,VIRGINIA BEACH,Hampton Roads
1505,LLVA63301,SENORA ANGELS HOME HEALTH & SERVICE,VIRGINIA BEACH,VA,23452,,FALSE,FALSE,1199.7,2018-11-08,FALSE,FALSE,0,2018-11-08,FALSE,FALSE,FALSE,0,0,0,LLVA63301,SENORA ANGELS HOME HEALTH & SERVICE,VIRGINIA BEACH,VA,23452,,,,,VIRGINIA BEACH,Hampton Roads
1506,LLVA63358,LAWYERS MARKETING USA,VIRGINIA BEACH,VA,23467,male,FALSE,FALSE,442.79,2018-12-19,FALSE,FALSE,442.79,2019-02-13,FALSE,FALSE,FALSE,0,0,56,LLVA63358,LAWYERS MARKETING USA,VIRGINIA BEACH,VA,23467,,,,,VIRGINIA BEACH,Hampton Roads
1507,LLVA63368,LOVES HOUSE LLC,VIRGINIA BEACH,VA,23464,male,FALSE,FALSE,3204,2018-12-07,FALSE,FALSE,0,2018-12-07,FALSE,FALSE,FALSE,0,0,0,LLVA63368,LOVES HOUSE LLC,VIRGINIA BEACH,VA,23464,,,,,VIRGINIA BEACH,Hampton Roads
1508,LLVA63423,BRAVEN PAINTING LLC,VIRGINIA BEACH,VA,23453,female,TRUE,FALSE,997.5,2019-01-04,FALSE,FALSE,0,2019-04-23,FALSE,FALSE,FALSE,0,0,109,LLVA63423,BRAVEN PAINTING LLC,VIRGINIA BEACH,VA,23453,,,,,VIRGINIA BEACH,Hampton Roads
1509,LLVA63424,BRAVEN PAINTING LLC,VIRGINIA BEACH,VA,23453,male,TRUE,FALSE,675,2019-01-04,FALSE,FALSE,0,2019-04-23,FALSE,FALSE,FALSE,0,0,109,LLVA63424,BRAVEN PAINTING LLC,VIRGINIA BEACH,VA,23453,,,,,VIRGINIA BEACH,Hampton Roads
1510,LLVA63426,ABC PEST MANAGEMENT LLC,VIRGINIA BEACH,VA,23454,female,FALSE,FALSE,1800,2019-01-04,FALSE,FALSE,1800,2019-01-30,FALSE,FALSE,FALSE,0,0,26,LLVA63426,ABC PEST MANAGEMENT LLC,VIRGINIA BEACH,VA,23454,,,,,VIRGINIA BEACH,Hampton Roads
1511,LLVA63431,BRAVEN PAINTING LLC,VIRGINIA BEACH,VA,23453,,TRUE,FALSE,1132.5,2019-01-04,FALSE,FALSE,0,2019-04-23,FALSE,FALSE,FALSE,0,0,109,LLVA63431,BRAVEN PAINTING LLC,VIRGINIA BEACH,VA,23453,,,,,VIRGINIA BEACH,Hampton Roads
1512,LLVA63432,BRAVEN PAINTING LLC,VIRGINIA BEACH,VA,23453,female,TRUE,FALSE,840,2019-01-04,FALSE,FALSE,0,2019-04-23,FALSE,FALSE,FALSE,0,0,109,LLVA63432,BRAVEN PAINTING LLC,VIRGINIA BEACH,VA,23453,,,,,VIRGINIA BEACH,Hampton Roads
1513,LLVA63433,BRAVEN PAINTING LLC,VIRGINIA BEACH,VA,23453,female,TRUE,FALSE,1005,2019-01-04,FALSE,FALSE,0,2019-04-23,FALSE,FALSE,FALSE,0,0,109,LLVA63433,BRAVEN PAINTING LLC,VIRGINIA BEACH,VA,23453,,,,,VIRGINIA BEACH,Hampton Roads
1514,LLVA63434,BRAVEN PAINTING LLC,VIRGINIA BEACH,VA,23453,male,TRUE,FALSE,675,2019-01-04,FALSE,FALSE,0,2019-04-23,FALSE,FALSE,FALSE,0,0,109,LLVA63434,BRAVEN PAINTING LLC,VIRGINIA BEACH,VA,23453,,,,,VIRGINIA BEACH,Hampton Roads
1515,LLVA63446,COZY HOME HEALTH CARE,VIRGINIA BEACH,VA,23454,female,FALSE,FALSE,120,2019-01-02,FALSE,FALSE,0,2019-01-02,FALSE,FALSE,FALSE,0,0,0,LLVA63446,COZY HOME HEALTH CARE,VIRGINIA BEACH,VA,23454,,,,,VIRGINIA BEACH,Hampton Roads
1516,LLVA63487,SHANES SERVICE ELECTRICAL,VIRGINIA BEACH,VA,23464,male,FALSE,FALSE,8000,2019-01-28,FALSE,FALSE,0,2019-03-28,FALSE,FALSE,FALSE,0,0,59,LLVA63487,SHANES SERVICE ELECTRICAL,VIRGINIA BEACH,VA,23464,,,,,VIRGINIA BEACH,Hampton Roads
1517,LLVA59021,CAREFIRST HEALTHCARE,FALLS CHURCH,VA,22044,female,FALSE,FALSE,2076.96,2015-12-30,FALSE,FALSE,0,2016-02-04,FALSE,FALSE,FALSE,0,0,36,LLVA59021,CAREFIRST HEALTHCARE,FALLS CHURCH,VA,22044,Healthcare/Medicine,,,,FALLS CHURCH,Northern
1518,LLVA59357,MAX 1-PRICE CLEANERS,FALLS CHURCH,VA,22041,female,TRUE,FALSE,252,2016-03-21,TRUE,FALSE,252,2016-04-12,FALSE,TRUE,FALSE,0,0,22,LLVA59357,MAX 1-PRICE CLEANERS,FALLS CHURCH,VA,22041,,,,,FALLS CHURCH,Northern
1519,LLVA59385,AMERICAN CARE PARTNERS HOME HEALTH CARE & STAFFING,FALLS CHURCH,VA,22042,female,FALSE,FALSE,1056,2016-03-24,FALSE,FALSE,0,2016-05-04,FALSE,FALSE,FALSE,0,0,41,LLVA59385,AMERICAN CARE PARTNERS HOME HEALTH CARE & STAFFING,FALLS CHURCH,VA,22042,Healthcare/Medicine,,,,FALLS CHURCH,Northern
1520,LLVA59388,FC AUTO,FALLS CHURCH,VA,22046,male,FALSE,TRUE,0,2016-03-24,TRUE,FALSE,617,2016-04-21,FALSE,TRUE,FALSE,0,0,28,LLVA59388,FC AUTO,FALLS CHURCH,VA,22046,,,,,FALLS CHURCH,Northern
1521,LLVA59550,"DR. RICHARD & DR. BRIAN PEYSER, DDS.PC",FALLS CHURCH,VA,22043,female,FALSE,FALSE,1237.5,2016-05-04,TRUE,FALSE,1237.5,2016-06-03,FALSE,TRUE,FALSE,0,0,30,LLVA59550,"DR. RICHARD & DR. BRIAN PEYSER, DDS.PC",FALLS CHURCH,VA,22043,Healthcare/Medicine,,,,FALLS CHURCH,Northern
1522,LLVA59780,KOOL STARS CHILDCARE LLC,FALLS CHURCH,VA,22041,female,FALSE,FALSE,7475.04,2016-06-28,FALSE,FALSE,0,2016-06-28,FALSE,FALSE,FALSE,0,0,0,LLVA59780,KOOL STARS CHILDCARE LLC,FALLS CHURCH,VA,22041,,,,,FALLS CHURCH,Northern
1523,LLVA59827,FORTE INTERNATIONAL EXCHANGE ASSOCIATION,FALLS CHURCH,VA,22043,female,FALSE,TRUE,166.67,2016-07-12,TRUE,FALSE,166.67,2016-07-25,FALSE,TRUE,FALSE,0,0,13,LLVA59827,FORTE INTERNATIONAL EXCHANGE ASSOCIATION,FALLS CHURCH,VA,22043,,,,,FALLS CHURCH,Northern
1524,LLVA59897,METROPOLITAN BUILDERS SERVICES,FALLS CHURCH,VA,22041,female,TRUE,FALSE,148.32,2016-07-26,TRUE,FALSE,94.78,2016-08-24,FALSE,TRUE,FALSE,0,0,29,LLVA59897,METROPOLITAN BUILDERS SERVICES,FALLS CHURCH,VA,22041,,,,,FALLS CHURCH,Northern
1525,LLVA59986,WIGO TECH REPAIR SHOP FALLS CHURCH,FALLS CHURCH,VA,22041,,FALSE,FALSE,3500,2016-08-15,FALSE,FALSE,0,2016-08-15,FALSE,FALSE,FALSE,0,0,0,LLVA59986,WIGO TECH REPAIR SHOP FALLS CHURCH,FALLS CHURCH,VA,22041,,,,,FALLS CHURCH,Northern
1526,LLVA60147,BLAIR'S TOWING & RECOVERY INC.,FALLS CHURCH,VA,22046,male,TRUE,FALSE,10189.01,2016-10-07,FALSE,FALSE,636.2,2016-11-04,FALSE,FALSE,FALSE,0,0,28,LLVA60147,BLAIR'S TOWING & RECOVERY INC.,FALLS CHURCH,VA,22046,,,,,FALLS CHURCH,Northern
1527,LLVA60286,BONETTI OF AMERCIA INC,FALLS CHURCH,VA,22046,male,FALSE,FALSE,6405.24,2016-11-10,FALSE,FALSE,0,2016-11-10,FALSE,FALSE,FALSE,0,0,0,LLVA60286,BONETTI OF AMERCIA INC,FALLS CHURCH,VA,22046,,,,,FALLS CHURCH,Northern
1528,LLVA60332,"BLESSINGER LEGAL, PLLC",FALLS CHURCH,VA,22042,,FALSE,FALSE,700,2016-11-15,FALSE,FALSE,0,2016-11-15,FALSE,FALSE,FALSE,0,0,0,LLVA60332,"BLESSINGER LEGAL, PLLC",FALLS CHURCH,VA,22042,,,,,FALLS CHURCH,Northern
1529,LLVA60375,FALLS CHURCH PEDIATRIC DENTAL CENTER,FALLS CHURCH,VA,22042,female,TRUE,FALSE,800,2016-12-07,FALSE,FALSE,0,2017-01-06,FALSE,FALSE,FALSE,0,0,30,LLVA60375,FALLS CHURCH PEDIATRIC DENTAL CENTER,FALLS CHURCH,VA,22042,,,,,FALLS CHURCH,Northern
1530,LLVA60376,WIGOTECH REPAIR,FALLS CHURCH,VA,22041,,FALSE,FALSE,2841.5,2016-12-07,FALSE,FALSE,0,2017-01-12,FALSE,FALSE,FALSE,0,0,36,LLVA60376,WIGOTECH REPAIR,FALLS CHURCH,VA,22041,,,,,FALLS CHURCH,Northern
1531,LLVA60469,COLONELS LIMITED LLC,FALLS CHURCH,VA,22182,male,FALSE,TRUE,40000,2016-12-29,FALSE,FALSE,0,2016-12-29,FALSE,FALSE,FALSE,0,0,0,LLVA60469,COLONELS LIMITED LLC,FALLS CHURCH,VA,22182,,,,,FALLS CHURCH,Northern
1532,LLVA60490,APEX SYSTEMS INC.,FALLS CHURCH,VA,22042,female,FALSE,FALSE,656,2017-01-05,FALSE,FALSE,0,2017-01-05,FALSE,FALSE,FALSE,0,0,0,LLVA60490,APEX SYSTEMS INC.,FALLS CHURCH,VA,22042,,,,,FALLS CHURCH,Northern
1533,LLVA60582,FALLS CHURCH PEDIATRIC DENTAL CENTER,FALLS CHURCH,VA,22042,female,TRUE,FALSE,800,2017-01-27,FALSE,FALSE,881.6,2017-02-16,FALSE,FALSE,FALSE,0,0,20,LLVA60582,FALLS CHURCH PEDIATRIC DENTAL CENTER,FALLS CHURCH,VA,22042,,,,,FALLS CHURCH,Northern
1534,LLVA60583,DR ROSELYNE GICHANA,FALLS CHURCH,VA,22042,female,TRUE,FALSE,0,2017-01-27,FALSE,FALSE,0,2017-02-16,FALSE,FALSE,FALSE,0,0,20,LLVA60583,DR ROSELYNE GICHANA,FALLS CHURCH,VA,22042,,,,,FALLS CHURCH,Northern
1535,LLVA60622,NSA FINANCIAL BANK CARD SERVICES,FALLS CHURCH,VA,22042,female,FALSE,FALSE,384,2017-02-09,FALSE,FALSE,0,2017-02-09,FALSE,FALSE,FALSE,0,0,0,LLVA60622,NSA FINANCIAL BANK CARD SERVICES,FALLS CHURCH,VA,22042,,,,,FALLS CHURCH,Northern
1536,LLVA60810,VET EVOLVE,FALLS CHURCH,VA,22041,female,TRUE,FALSE,428.55,2017-03-23,FALSE,FALSE,359.4,2017-04-18,FALSE,FALSE,FALSE,0,0,26,LLVA60810,VET EVOLVE,FALLS CHURCH,VA,22041,,,,,FALLS CHURCH,Northern
1537,LLVA60822,RYL TRUCKING INC,FALLS CHURCH,VA,22042,male,FALSE,FALSE,514.5,2017-03-24,FALSE,FALSE,0,2017-05-08,FALSE,FALSE,FALSE,0,0,45,LLVA60822,RYL TRUCKING INC,FALLS CHURCH,VA,22042,,,,,FALLS CHURCH,Northern
1538,LLVA60898,SUPER SMILE CENTER OF TYSONS,FALLS CHURCH,VA,22042,female,FALSE,FALSE,1261,2017-04-11,FALSE,FALSE,0,2017-05-08,FALSE,FALSE,FALSE,0,0,27,LLVA60898,SUPER SMILE CENTER OF TYSONS,FALLS CHURCH,VA,22042,,,,,FALLS CHURCH,Northern
1539,LLVA60908,AMISHA N. SHROFF,FALLS CHURCH,VA,22042,female,FALSE,FALSE,1261,2017-04-11,FALSE,FALSE,0,2017-05-08,FALSE,FALSE,FALSE,0,0,27,LLVA60908,AMISHA N. SHROFF,FALLS CHURCH,VA,22042,,,,,FALLS CHURCH,Northern
1540,LLVA61012,INFOSPAN INC,FALLS CHURCH,VA,22043,,FALSE,TRUE,5523.65,2017-05-10,FALSE,FALSE,0,2017-05-10,FALSE,FALSE,FALSE,0,0,0,LLVA61012,INFOSPAN INC,FALLS CHURCH,VA,22043,,,,,FALLS CHURCH,Northern
1541,LLVA61018,COLLEGE HUNKS HAULING JUNK & MOVING,FALLS CHURCH,VA,22041,male,FALSE,FALSE,301,2017-05-16,FALSE,FALSE,0,2017-06-01,FALSE,FALSE,FALSE,0,0,16,LLVA61018,COLLEGE HUNKS HAULING JUNK & MOVING,FALLS CHURCH,VA,22041,,,,,FALLS CHURCH,Northern
1542,LLVA61063,GILLLILAND & ASSOCIATES PC,FALLS CHURCH,VA,22043,,FALSE,FALSE,7106.92,2017-05-31,FALSE,FALSE,0,2017-05-31,FALSE,FALSE,FALSE,0,0,0,LLVA61063,GILLLILAND & ASSOCIATES PC,FALLS CHURCH,VA,22043,,,,,FALLS CHURCH,Northern
1543,LLVA61175,AMBASSEL ETHIOPIAN RESTAURANT,FALLS CHURCH,VA,22041,male,FALSE,FALSE,1856,2017-06-21,FALSE,FALSE,0,2017-08-02,FALSE,FALSE,FALSE,0,0,42,LLVA61175,AMBASSEL ETHIOPIAN RESTAURANT,FALLS CHURCH,VA,22041,,,,,FALLS CHURCH,Northern
1544,LLVA61346,ENTERPRISE BUSINESS SOLUTIONS,FALLS CHURCH,VA,22043,,FALSE,FALSE,4320,2017-07-28,FALSE,FALSE,0,2017-07-28,FALSE,FALSE,FALSE,0,0,0,LLVA61346,ENTERPRISE BUSINESS SOLUTIONS,FALLS CHURCH,VA,22043,,,,,FALLS CHURCH,Northern
1545,LLVA61483,COLLABORAIT INC,FALLS CHURCH,VA,22046,male,FALSE,TRUE,2500,2017-08-31,FALSE,FALSE,2500,2017-09-08,FALSE,FALSE,FALSE,0,0,8,LLVA61483,COLLABORAIT INC,FALLS CHURCH,VA,22046,,,,,FALLS CHURCH,Northern
1546,LLVA61514,GAYATRI RAIKHY,FALLS CHURCH,VA,22046,male,FALSE,TRUE,2500,2017-09-05,FALSE,FALSE,0,2017-09-08,FALSE,FALSE,FALSE,0,0,3,LLVA61514,GAYATRI RAIKHY,FALLS CHURCH,VA,22046,,,,,FALLS CHURCH,Northern
1547,LLVA61970,AMERICAN COLLEGE OF COMMERCE & TECHNOLOGY,FALLS CHURCH,VA,22046,male,FALSE,FALSE,7250,2017-12-14,FALSE,FALSE,0,2017-12-14,FALSE,FALSE,FALSE,0,0,0,LLVA61970,AMERICAN COLLEGE OF COMMERCE & TECHNOLOGY,FALLS CHURCH,VA,22046,,,,,FALLS CHURCH,Northern
1548,LLVA62032,"ACCT EDUCATIONAL GROUP, LLC",FALLS CHURCH,VA,22046,female,FALSE,TRUE,3750,2018-01-10,FALSE,FALSE,0,2018-01-10,FALSE,FALSE,FALSE,0,0,0,LLVA62032,"ACCT EDUCATIONAL GROUP, LLC",FALLS CHURCH,VA,22046,,,,,FALLS CHURCH,Northern
1549,LLVA62050,AMERITECH CONSTRUCTION LLC,FALLS CHURCH,VA,22403,female,FALSE,FALSE,230,2018-01-29,FALSE,FALSE,231.7,2018-02-28,FALSE,FALSE,FALSE,0,0,30,LLVA62050,AMERITECH CONSTRUCTION LLC,FALLS CHURCH,VA,22403,,,,,FALLS CHURCH,Northern
1550,LLVA62055,AMERITECH CONSTRUCTION LLC,FALLS CHURCH,VA,22043,male,FALSE,FALSE,230,2018-01-29,FALSE,FALSE,233.4,2018-02-28,FALSE,FALSE,FALSE,0,0,30,LLVA62055,AMERITECH CONSTRUCTION LLC,FALLS CHURCH,VA,22043,,,,,FALLS CHURCH,Northern
1551,LLVA62135,AMERICAN COLLEGE OF COMMERCE & TECHNOLOGY,FALLS CHURCH,VA,22046,male,FALSE,FALSE,7250,2018-01-30,FALSE,FALSE,0,2018-02-02,FALSE,FALSE,FALSE,0,0,3,LLVA62135,AMERICAN COLLEGE OF COMMERCE & TECHNOLOGY,FALLS CHURCH,VA,22046,,,,,FALLS CHURCH,Northern
1552,LLVA62604,BITE SQUAD,FALLS CHURCH,VA,22046,male,FALSE,FALSE,2040,2018-06-05,FALSE,FALSE,0,2018-07-24,FALSE,FALSE,FALSE,0,0,49,LLVA62604,BITE SQUAD,FALLS CHURCH,VA,22046,,,,,FALLS CHURCH,Northern
1553,LLVA62710,CHICOS NATURAL PET MARKET,FALLS CHURCH,VA,22041,female,FALSE,FALSE,1035,2018-07-09,FALSE,FALSE,0,2018-07-13,FALSE,FALSE,FALSE,0,0,4,LLVA62710,CHICOS NATURAL PET MARKET,FALLS CHURCH,VA,22041,,,,,FALLS CHURCH,Northern
1554,LLVA62891,ARGIA'S,FALLS CHURCH,VA,22046,male,FALSE,FALSE,4050.33,2018-08-03,FALSE,FALSE,0,2018-08-03,FALSE,FALSE,FALSE,0,0,0,LLVA62891,ARGIA'S,FALLS CHURCH,VA,22046,,,,,FALLS CHURCH,Northern
1555,LLVA63384,EZZAT TRADING INTL LLC,FALLS CHURCH,VA,22044,male,FALSE,FALSE,1248,2019-01-07,FALSE,FALSE,0,2019-03-22,FALSE,FALSE,FALSE,0,0,74,LLVA63384,EZZAT TRADING INTL LLC,FALLS CHURCH,VA,22044,,,,,FALLS CHURCH,Northern
1556,LLVA63402,FAIRFAX REALTY,FALLS CHURCH,VA,22042,female,FALSE,FALSE,8303.08,2018-12-12,FALSE,FALSE,0,2018-12-12,FALSE,FALSE,FALSE,0,0,0,LLVA63402,FAIRFAX REALTY,FALLS CHURCH,VA,22042,,,,,FALLS CHURCH,Northern
1557,LLVA63418,GLOBALKYNECT,FALLS CHURCH,VA,22042,male,FALSE,FALSE,5416.67,2018-12-12,FALSE,FALSE,0,2018-12-12,FALSE,FALSE,FALSE,0,0,0,LLVA63418,GLOBALKYNECT,FALLS CHURCH,VA,22042,,,,,FALLS CHURCH,Northern
1558,LLVA59030,CICI'S PIZZA,CHARLOTTESVILLE,VA,22901,female,FALSE,FALSE,88.16,2015-12-31,FALSE,FALSE,92,2016-02-22,FALSE,FALSE,FALSE,0,0,53,LLVA59030,CICI'S PIZZA,CHARLOTTESVILLE,VA,22901,Restaurant,,,,CHARLOTTESVILLE,Central
1559,LLVA59423,FIRST RUN CATERING,CHARLOTTESVILLE,VA,22901,female,FALSE,FALSE,525,2016-04-12,FALSE,FALSE,0,2016-04-12,FALSE,FALSE,FALSE,0,0,0,LLVA59423,FIRST RUN CATERING,CHARLOTTESVILLE,VA,22901,,,,,CHARLOTTESVILLE,Central
1560,LLVA59662,MILLS HANDYMAN SERVICE,CHARLOTTESVILLE,VA,22901,male,FALSE,FALSE,413.35,2016-05-26,FALSE,FALSE,0,2016-05-26,FALSE,FALSE,FALSE,0,0,0,LLVA59662,MILLS HANDYMAN SERVICE,CHARLOTTESVILLE,VA,22901,,,,,CHARLOTTESVILLE,Central
1561,LLVA59687,FABIOS NY PIZZA 3,CHARLOTTESVILLE,VA,22901,,FALSE,FALSE,350,2016-06-01,FALSE,FALSE,0,2016-06-01,FALSE,FALSE,FALSE,0,0,0,LLVA59687,FABIOS NY PIZZA 3,CHARLOTTESVILLE,VA,22901,,,,,CHARLOTTESVILLE,Central
1562,LLVA59688,FABIO'S PIZZA NY III,CHARLOTTESVILLE,VA,22901,,FALSE,FALSE,530,2016-06-01,FALSE,FALSE,0,2016-06-01,FALSE,FALSE,FALSE,0,0,0,LLVA59688,FABIO'S PIZZA NY III,CHARLOTTESVILLE,VA,22901,,,,,CHARLOTTESVILLE,Central
1563,LLVA59736,ALBEMARLE COURIER,CHARLOTTESVILLE,VA,22911,male,FALSE,FALSE,540,2016-06-23,FALSE,FALSE,0,2016-07-06,FALSE,FALSE,FALSE,0,0,13,LLVA59736,ALBEMARLE COURIER,CHARLOTTESVILLE,VA,22911,,,,,CHARLOTTESVILLE,Central
1564,LLVA59740,"AIK HONG TAN DBA GREENWOOD HOSPITALITY MANAGEMENT, LLC",CHARLOTTESVILLE,VA,22901,male,FALSE,FALSE,9666.24,2016-06-21,FALSE,FALSE,6400,2016-09-19,FALSE,FALSE,FALSE,0,0,90,LLVA59740,"AIK HONG TAN DBA GREENWOOD HOSPITALITY MANAGEMENT, LLC",CHARLOTTESVILLE,VA,22901,,,,,CHARLOTTESVILLE,Central
1565,LLVA59825,PEARL'S BAKE SHOPPE,CHARLOTTESVILLE,VA,22903,,FALSE,FALSE,380,2016-07-12,FALSE,FALSE,0,2016-07-12,FALSE,FALSE,FALSE,0,0,0,LLVA59825,PEARL'S BAKE SHOPPE,CHARLOTTESVILLE,VA,22903,,,,,CHARLOTTESVILLE,Central
1566,LLVA59846,KIDDIE ACADEMY OF CHARLOTESVILLE,CHARLOTTESVILLE,VA,22901,female,FALSE,FALSE,973.5,2016-07-14,FALSE,FALSE,0,2016-07-14,FALSE,FALSE,FALSE,0,0,0,LLVA59846,KIDDIE ACADEMY OF CHARLOTESVILLE,CHARLOTTESVILLE,VA,22901,,,,,CHARLOTTESVILLE,Central
1567,LLVA59867,INTERIM HEALTHCARE,CHARLOTTESVILLE,VA,22911,female,FALSE,FALSE,136.5,2016-07-20,FALSE,FALSE,0,2016-08-15,FALSE,FALSE,FALSE,0,0,26,LLVA59867,INTERIM HEALTHCARE,CHARLOTTESVILLE,VA,22911,,,,,CHARLOTTESVILLE,Central
1568,LLVA60184,WYANT INSURANCE & FINANCIAL SERVICES INC.,CHARLOTTESVILLE,VA,22903,male,FALSE,FALSE,2450.7,2016-10-25,FALSE,FALSE,0,2016-10-25,FALSE,FALSE,FALSE,0,0,0,LLVA60184,WYANT INSURANCE & FINANCIAL SERVICES INC.,CHARLOTTESVILLE,VA,22903,,,,,CHARLOTTESVILLE,Central
1569,LLVA60199,JACKSONS CLEANING SERVICE,CHARLOTTESVILLE,VA,22901,male,FALSE,FALSE,252.05,2016-10-27,FALSE,FALSE,0,2016-10-27,FALSE,FALSE,FALSE,0,0,0,LLVA60199,JACKSONS CLEANING SERVICE,CHARLOTTESVILLE,VA,22901,,,,,CHARLOTTESVILLE,Central
1570,LLVA60634,ALL THINGS PAWSSIBLE,CHARLOTTESVILLE,VA,22902,female,FALSE,FALSE,318,2017-02-10,FALSE,FALSE,318,2017-03-16,FALSE,FALSE,FALSE,0,0,34,LLVA60634,ALL THINGS PAWSSIBLE,CHARLOTTESVILLE,VA,22902,,,,,CHARLOTTESVILLE,Central
1571,LLVA61234,LAZY PARROT BACKYARD LLC,CHARLOTTESVILLE,VA,22911,male,FALSE,FALSE,460,2017-07-11,TRUE,FALSE,233,2017-08-01,TRUE,FALSE,FALSE,0,0,21,LLVA61234,LAZY PARROT BACKYARD LLC,CHARLOTTESVILLE,VA,22911,,,,,CHARLOTTESVILLE,Central
1572,LLVA61242,1817 HOUSE LLC,CHARLOTTESVILLE,VA,22903,male,FALSE,FALSE,5833,2017-07-06,FALSE,FALSE,0,2017-07-06,FALSE,FALSE,FALSE,0,0,0,LLVA61242,1817 HOUSE LLC,CHARLOTTESVILLE,VA,22903,,,,,CHARLOTTESVILLE,Central
1573,LLVA61266,KEVIN KIRBY,CHARLOTTESVILLE,VA,22911,male,FALSE,FALSE,460,2017-07-13,FALSE,FALSE,0,2017-08-01,FALSE,FALSE,FALSE,0,0,19,LLVA61266,KEVIN KIRBY,CHARLOTTESVILLE,VA,22911,,,,,CHARLOTTESVILLE,Central
1574,LLVA61309,VIRGINIA STAFFING CHOICE,CHARLOTTESVILLE,VA,22903,female,FALSE,FALSE,464.42,2017-07-19,FALSE,FALSE,0,2017-07-19,FALSE,FALSE,FALSE,0,0,0,LLVA61309,VIRGINIA STAFFING CHOICE,CHARLOTTESVILLE,VA,22903,,,,,CHARLOTTESVILLE,Central
1575,LLVA61456,INTERIM HEALTHCARE,CHARLOTTESVILLE,VA,22911,female,FALSE,FALSE,342,2017-08-25,FALSE,FALSE,342,2017-09-19,FALSE,FALSE,FALSE,0,0,25,LLVA61456,INTERIM HEALTHCARE,CHARLOTTESVILLE,VA,22911,,,,,CHARLOTTESVILLE,Central
1576,LLVA61464,VIRGINIA STAFFING CHOICE,CHARLOTTESVILLE,VA,22903,female,FALSE,FALSE,517.69,2017-08-22,FALSE,FALSE,0,2017-08-22,FALSE,FALSE,FALSE,0,0,0,LLVA61464,VIRGINIA STAFFING CHOICE,CHARLOTTESVILLE,VA,22903,,,,,CHARLOTTESVILLE,Central
1577,LLVA61519,BETTER HOMES AND GARDENS REAL ESTATE III,CHARLOTTESVILLE,VA,22901,female,FALSE,FALSE,5406.92,2017-09-11,FALSE,FALSE,3158.98,2017-10-16,FALSE,FALSE,FALSE,0,0,35,LLVA61519,BETTER HOMES AND GARDENS REAL ESTATE III,CHARLOTTESVILLE,VA,22901,,,,,CHARLOTTESVILLE,Central
1578,LLVA61601,DUCK DONUTS,CHARLOTTESVILLE,VA,22901,male,FALSE,FALSE,256,2017-09-27,FALSE,FALSE,110.77,2017-12-06,FALSE,FALSE,FALSE,0,0,70,LLVA61601,DUCK DONUTS,CHARLOTTESVILLE,VA,22901,,,,,CHARLOTTESVILLE,Central
1579,LLVA61767,ACE BISCUITS AND BARBEQUE,CHARLOTTESVILLE,VA,22903,male,FALSE,FALSE,53,2017-11-07,FALSE,FALSE,53,2017-12-13,FALSE,FALSE,FALSE,0,0,36,LLVA61767,ACE BISCUITS AND BARBEQUE,CHARLOTTESVILLE,VA,22903,,,,,CHARLOTTESVILLE,Central
1580,LLVA61861,GOODWIN WILLIAM LLC,CHARLOTTESVILLE,VA,22903,female,FALSE,FALSE,600,2017-11-16,FALSE,FALSE,0,2017-11-16,FALSE,FALSE,FALSE,0,0,0,LLVA61861,GOODWIN WILLIAM LLC,CHARLOTTESVILLE,VA,22903,,,,,CHARLOTTESVILLE,Central
1581,LLVA61973,CLIFTON INN,CHARLOTTESVILLE,VA,22902,female,TRUE,FALSE,624,2017-12-14,FALSE,FALSE,0,2017-12-14,FALSE,FALSE,FALSE,0,0,0,LLVA61973,CLIFTON INN,CHARLOTTESVILLE,VA,22902,,,,,CHARLOTTESVILLE,Central
1582,LLVA61982,BECK COHEN,CHARLOTTESVILLE,VA,22902,male,FALSE,FALSE,918.12,2017-12-14,FALSE,FALSE,0,2017-12-14,FALSE,FALSE,FALSE,0,0,0,LLVA61982,BECK COHEN,CHARLOTTESVILLE,VA,22902,,,,,CHARLOTTESVILLE,Central
1583,LLVA62106,ADECCO STAFFING,CHARLOTTESVILLE,VA,22901,male,FALSE,FALSE,669.9,2018-01-31,FALSE,FALSE,0,2018-03-13,FALSE,FALSE,FALSE,0,0,41,LLVA62106,ADECCO STAFFING,CHARLOTTESVILLE,VA,22901,,,,,CHARLOTTESVILLE,Central
