CLAIM NO,COMPLAINT,ROUTINE,EMPLOYER NAME,EMPLOYER CITY,ST,ZIP,gender,hispanic,asian,CLAIM AMT,CASE OPEN/RE-OPEN,CLAIM RECEIVED,Valid,Informal Resolution,Bankrupt,Invalid,Fringe Benefits,Independent Agent,Subcontractor,False Claim,Other,CLAIM INVAL OTHER DESCRIPTION,Claim Validity,Employer left State,Employer Cannot be Located,Complainant Cannot be Located,Complainant Dropped Claim,Paid Prior to Investigation,Business is Closed,Other_1,CLAIM UNDETERMINED OTHER DESCRIPTION,VERIFIED CLAIM AMT,CASE CLOSE/RECLOSE DATE,Employer Contested Valid Determination,1st Response Investigation,Formal Investigation,Request Settlement Conference,Request Informal Fact Finding,Request Formal Fact Finding,Wage Order,Informal Conference,Civil Action for Wages/Penalties,Other_2,OTHER DISPOSITION DESCRIPTION,CASE CLOSED for the REPRESENTATIVE,JUDGMENT,DISMISSED,NON-SUITED,JUDGMENT_1,DISMISSED_1,NON-SUITED_1,CIVCOURTDTE FOR WAGES/PENALTY,TOT AMT,WAGE AMT,INTEREST AMT,ATTY FEES,DATE FOR WAGES,WAGES APPEALED,WAGES APPEAL CIRCUIT COURT DATE,ASSESSED,AMT,ATTY FEES_1,ASSESSED DATE,TOTAL CMP AMT,CMP APPEALED,CMP APPEAL CIRCUIT COURT DATE,FINES & COURT COSTS,TOTAL WAGES,TOTAL INTEREST AMT,TOT WAGES & INTEREST,GARNISHED AMT,JUDGMENT WAGE AMT,JUDGEMENT PENALTY AMT,DOCKETED/SENT FOR COLLECTION DATE,ACTION TAKEN,COURT DATE,CONVICTED - DISPOSITION,DISMISSED - DISPOSITION,NOL Prossed,CONFINEMENT,SUSPENSION,BOTH - C&F,JUDGMENT_2,DISMISSED_2,NON-SUITED_2,JUDGMENT_3,DISMISSED_3,NON-SUITED_3
LLVA61196,X,NA,BOWLES AND BOWLES MD INC,SANDY HOOK,VA,23153,female,FALSE,FALSE,"$1,465.00",28-Jun-17,26-Jun-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,X,INSUFFICIENT DOCUMENTATION/CONFLICTING INFORMATION,$0.00,19-Jul-17,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,19-Jul-17,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA61197,X,NA,ALWAYS USED AUTO PARTS INC,CHESAPEAKE,VA,23323,male,TRUE,FALSE,$250.00,28-Jun-17,26-Jun-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,X,CRIMINAL CASE ONGOING,$0.00,6-Jul-17,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,6-Jul-17,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA61198,X,NA,RICK'S STOP AND SHOP INC,QUINTON,VA,23141,female,FALSE,FALSE,$320.00,28-Jun-17,26-Jun-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,X,NA,NA,NA,$0.00,7-Jul-17,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,7-Jul-17,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA61199,X,NA,ABDO DEVELOPMENT LLC,WASHINGTON,DC,20005,male,FALSE,FALSE,$634.62,28-Jun-17,26-Jun-17,NA,NA,NA,X,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$0.00,6-Jul-17,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,6-Jul-17,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA61200,X,NA,DLM CORPORATION,RICHMOND,VA,23227,female,FALSE,FALSE,$576.00,27-Jun-17,26-Jun-17,NA,NA,NA,X,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$0.00,24-Jul-17,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,24-Jul-17,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA61201,X,NA,DODSON PROPERTY MANAGEMENT,RICHMOND,VA,23219,NA,FALSE,FALSE,$932.00,5-Jul-17,26-Jun-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$769.36,16-Aug-17,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,16-Aug-17,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$769.36,$0.00,$769.36,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA61202,X,NA,PATRICIA GRUNOW,YORKTOWN,VA,23692,female,FALSE,FALSE,$400.00,27-Jun-17,20-Jun-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,X,INSUFFICIENT DOCUMENTATION,$0.00,15-Sep-17,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,15-Sep-17,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA61203,X,NA,PATRICIA GRUNOW,YORKTOWN,VA,23692,female,FALSE,FALSE,$850.00,27-Jun-17,20-Jun-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,X,INSUFFICIENT DOCUMENTATION,$0.00,15-Sep-17,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,15-Sep-17,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA61204,X,NA,ERMA EXPRESS LLC,NORFOLK,VA,23513,NA,FALSE,FALSE,$551.10,28-Jun-17,26-Jun-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,X,WRITTEN EMPLOYMENT AGREEMENT,$0.00,28-Jun-17,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,28-Jun-17,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA61205,X,NA,RICK RAHIM,STERLING,VA,20166,female,TRUE,FALSE,$325.40,27-Jun-17,20-Jun-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,X,INDIVIDUAL LIABILITY ATTACHED TO PRIMARY CASE,$0.00,13-Jul-17,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,13-Jul-17,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA61206,X,NA,CURTIS CONTRACTING,WEST POINT,VA,23181,NA,FALSE,FALSE,"$1,562.50",28-Jun-17,26-Jun-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,X,WRITTEN EMPLOYMENT AGREEMENT,$0.00,28-Jun-17,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,28-Jun-17,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA61208,X,NA,INTERNATIONAL AUTO WHOLESALERS,VIRGINIA BEACH,VA,23462,male,FALSE,FALSE,"$4,200.00",28-Jun-17,26-Jun-17,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$350.00,18-Jul-17,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,18-Jul-17,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$350.00,$0.00,$350.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA61210,X,NA,JENESYS HOME HEALTH CARE SERVICES INC,CHESAPEAKE,VA,23320,female,FALSE,FALSE,$176.00,6-Jul-17,27-Jun-17,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$152.00,30-Aug-17,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,30-Aug-17,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$152.00,$0.00,$152.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA61211,X,NA,IDEAL CONSTRUCTION SERVICES INC,CHANTILLY,VA,20152,male,TRUE,FALSE,$153.00,6-Jul-17,27-Jun-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,X,NA,NA,NA,$0.00,6-Jul-17,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,6-Jul-17,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA61212,X,NA,FAIR OAKS CHRYSLER,CHANTILLY,VA,20151,NA,FALSE,FALSE,"$1,200.00",6-Jul-17,27-Jun-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$255.41,4-Aug-17,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,4-Aug-17,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$255.41,$0.00,$255.41,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA61213,X,NA,LEESVILLE LAKE MARINA,GRETNA,VA,24557,female,FALSE,FALSE,$540.00,28-Jun-17,27-Jun-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,X,CORPORATE DIRECTOR,$0.00,28-Jun-17,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,28-Jun-17,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA61214,X,NA,LOUNDOUN GYMNASTICS LLC,STERLING,VA,20166,female,FALSE,FALSE,"$3,111.15",28-Jun-17,27-Jun-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,X,WRITTEN EMPLOYMENT AGREEMENT,$0.00,28-Jun-17,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,28-Jun-17,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA61215,X,NA,THEATERPALOOZA,ASHBURN,VA,20147,female,FALSE,FALSE,"$3,738.00",28-Jun-17,27-Jun-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,X,WRITTEN EMPLOYMENT AGREEMENT,$0.00,28-Jun-17,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,28-Jun-17,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA61216,X,NA,SHERLISE SAWYER,FREDERICKSBURG,VA,22407,male,FALSE,FALSE,"$1,220.00",28-Jun-17,23-Jun-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,X,EMPLOYER PAID WAGES,$0.00,24-Jul-17,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,24-Jul-17,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA61217,X,NA,WIRELESS ZONE,ROANOKE,VA,24012,male,FALSE,FALSE,$588.00,28-Jun-17,17-May-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$480.82,30-Aug-17,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,30-Aug-17,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$480.82,$0.00,$480.82,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA61218,X,NA,MED MEALS 4 YOU,YORKTOWN,VA,23692,female,FALSE,FALSE,$850.00,29-Jun-17,28-Jun-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,X,SELF-EMPLOYED,$0.00,29-Jun-17,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,29-Jun-17,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA61219,X,NA,IONA PINNICLE INC,STERLING,VA,20165,male,FALSE,FALSE,"$1,600.00",6-Jul-17,29-Jun-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,X,WORK PERFORMED IN DC,$0.00,6-Jul-17,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,6-Jul-17,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA61220,X,NA,MID-ATLANTIC WRECKER SERVICE,WOODBRIDGE,VA,22192,male,FALSE,FALSE,"$1,400.00",7-Jul-17,29-Jun-17,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$1,117.75",31-Jul-17,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,31-Jul-17,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,"$1,117.75",$0.00,"$1,117.75",$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA61221,X,NA,CREATIVE KIDS LEARNING CENTER,ROANOKE,VA,24012,female,FALSE,FALSE,"$1,064.00",29-Jun-17,29-Jun-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,X,NA,NA,NA,$0.00,29-Jun-17,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,29-Jun-17,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA61222,X,NA,ANDREW BOAE,NA,NA,NA,male,FALSE,FALSE,$240.00,6-Jul-17,29-Jun-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,X,NA,NA,NA,NA,NA,NA,$0.00,14-Jul-17,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,14-Jul-17,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA61223,X,NA,AAC AUTO SERVICE LLC,ROANOKE,VA,24016,male,FALSE,FALSE,$650.00,7-Jul-17,29-Jun-17,NA,NA,NA,X,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$0.00,7-Jul-17,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,7-Jul-17,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA61224,X,NA,LOUNDOUN GYMNASTICS,STERLING,VA,20166,female,FALSE,FALSE,"$3,111.15",29-Jun-17,29-Jun-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,X,WRITTEN EMPLOYMENT AGREEMENT,$0.00,29-Jun-17,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,29-Jun-17,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA61225,X,NA,VALERIE SAUNDERS,VINTON,VA,24179,male,FALSE,FALSE,$535.50,29-Jun-17,29-Jun-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,X,DUPLICATE CASE,$0.00,7-Mar-18,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,7-Mar-18,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA61228,X,NA,HOUSE OF ANGELS,CHESAPEAKE,VA,23321,NA,FALSE,FALSE,$219.37,6-Jul-17,30-Jun-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,X,NA,NA,NA,NA,$0.00,6-Jul-17,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,6-Jul-17,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA61229,X,NA,CGI COMMUNICATIONS,NORFOLK,VA,23513,NA,TRUE,FALSE,"$1,886.00",30-Jun-17,30-Jun-17,NA,NA,NA,X,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$0.00,30-Jun-17,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,30-Jun-17,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA61230,X,NA,COMMUNITY ALTERNATIVES CONSORTIUM,RICHMOND,VA,23236,female,FALSE,FALSE,$527.00,6-Jul-17,30-Jun-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,X,CLAIMANT HAD A WRITTEN EMPLOYMENT AGREEMENT.,$0.00,17-Jul-17,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,17-Jul-17,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA61231,X,NA,IVORI LOCKE,CHESTERFIELD,VA,23832,female,FALSE,FALSE,$144.00,5-Jul-17,5-Jul-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,X,EMPLOYER PAID WAGES DUE,$0.00,26-Jul-17,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,26-Jul-17,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA61232,X,NA,DITTMAR COMPANY,VIENNA,VA,22182,NA,FALSE,FALSE,$671.00,11-Jul-17,5-Jul-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,X,NA,NA,NA,$0.00,11-Jul-17,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,11-Jul-17,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA61233,X,NA,COCOMO JOE'S,VIRGINIA BEACH,VA,23451,male,FALSE,FALSE,"$3,100.00",11-Jul-17,5-Jul-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,X,CLAIM INVOLVES TIPS AND MIN WAGE,$0.00,11-Jul-17,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,11-Jul-17,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA61234,X,NA,LAZY PARROT BACKYARD LLC,CHARLOTTESVILLE,VA,22911,male,FALSE,FALSE,$460.00,11-Jul-17,5-Jul-17,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$233.00,1-Aug-17,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,1-Aug-17,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA61235,X,NA,REAL ESCAPE ROOM,RICHMOND,VA,23227,male,FALSE,FALSE,$504.00,6-Jul-17,5-Jul-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,X,INSUFFICIENT DOCUMENTATION.,$0.00,11-Aug-17,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,11-Aug-17,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA61236,X,NA,REAL ESCAPE ROOM,RICHMOND,VA,23227,female,FALSE,FALSE,$480.00,6-Jul-17,5-Jul-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,X,INSUFFICIENT DOCUMENTATION.,$0.00,11-Aug-17,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,11-Aug-17,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
